cabinet_proportion,election_year,sq_cabinet,sq_pm,caretaker,cabinet_party,prime_minister,mingov,bicameral,largest_parl,largest_cab,A,B,B_star,C,D,E,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13,latent_var_1 for population_based_party_influence,latent_var_2 for population_based_party_influence,latent_var_1 for party_pivitality,latent_var_2 for party_pivitality,latent_var_3 for party_pivitality
0.2,1.1785118920346065,1,0.0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3213008388010792,0.3229844526632536,-0.2801132488015839,1.677356609163527,-1.6935435636159044
0.0,1.1785118920346065,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.4973589757038375,-0.24873092487165738,-1.448804247359122,-1.037943100060529,-0.5094665371896981
0.31578946,1.7248954520174262,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1873642743096677,-0.3028598726792643,0.6517000130125917,1.3530319321141357,-0.7826800362983704
0.0,-1.5534059078794924,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5343329619330563,3.646754556880635,0.4436367215995736,4.5406072453422555,1.9441481597390264
0.0,0.08574477206896697,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.6934092812602908,-0.04054593467402646,-2.7612840293623253,1.150409450130858,-2.083448598704185
0.0,1.3151077820303114,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.6046716005751436,2.206485877010816,-1.281471231618184,-0.715797597592746,2.430121715709917
0.0,1.1785118920346065,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.984501048057023,-0.47716226633436004,2.1849588476162993,0.39666695549274944,-0.8127671882596815
0.0,-1.2802141278880825,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.596619356993986,-0.9449999300699438,-1.0785738102256635,-1.9572808281544936,-0.21388334199886166
0.0,-0.1874470079224429,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1701566501381058,-0.3018116358408439,-1.129013489902015,-1.061859287849714,-0.06270186779945475
0.0,1.0419160020389016,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.525908054089913,2.4837809231114543,-3.046002177332042,2.4889125427925265,1.4255450395622988
0.0,0.9053201120431966,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.355485210769941,1.341795707859198,0.2775508781395723,-0.16012088280411696,1.8693241171293438
0.0,1.0419160020389016,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03491914523434112,2.6661218251741223,-1.3936030730090498,5.052710356696407,1.5209743933968451
0.0,0.49553244205608177,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.083738756342872,-1.045021550613468,-1.1612818026379732,-0.17347630221232377,-0.743409258528319
0.0,1.3151077820303114,1,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5556723266628154,2.810136684616622,0.7630702339941795,0.16933730472249087,2.2718180657022655
0.0,1.0419160020389016,1,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6917971858791103,2.8596837202998553,-0.8794270447920487,5.96363994396822,1.5677264811187646
0.0,-0.5972346779095578,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.5337737417615975,2.630256915341464,-3.457764015375509,3.0597055364271126,0.363407018919426
0.0,0.6321283320517868,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.3350394166933426,-0.4142491579666189,-1.1953812766368848,-0.7216613338432665,-0.17656738048161155
0.0,-0.1874470079224429,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.6521090136597667,-0.6566450625034235,-1.159564112639705,-1.63520025032481,0.5031281849022636
0.52941179,-1.2802141278880825,1,1.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.663603826248872,-1.548613088230771,3.4357997775369187,-0.14956384550601654,-0.5958351312799528
0.0,-1.0070223478966724,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.1725111351564004,-0.4266212384024558,-1.5715531561842957,-0.20530197238292394,-0.3274609198713828
0.28,0.7687242220474917,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1257121328407178,-0.24241840567222475,1.321380644804279,-1.4874873678993183,-0.384388865304616
0.14285715,0.08574477206896697,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.13410526921575253,-0.18219815779367915,-1.063799692739381,2.283490709190316,-2.1653470381716002
0.15789473,0.35893655206037683,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.2924375900583842,-0.2651616817974918,-1.4247877448414514,-0.9308685200750793,-0.4492592030195946
0.0,0.35893655206037683,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.2166476715288255,1.769236361442001,-2.0544432447716185,1.08001091477579,1.394057235425448
0.33333334,-1.4168100178837875,1,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.310903764521681,-0.07297466018826426,-0.39371093407558466,-0.23362561261718942,-0.5948578420142422
0.0,0.08574477206896697,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.9859661336604032,-0.7860183219932341,-0.18382020492728635,-1.6854087652167244,-0.4953299268476517
0.0,-1.5534059078794924,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8723193661151661,3.247719819970837,-1.6523098804765837,2.3632692846883296,1.9668206258304906
0.0,-1.2802141278880825,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.2900171241038918,-1.0225941187645244,-0.7828777830040466,-1.2443942410258158,0.11241814768302637
0.10526316,1.7248954520174262,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.7584113684110175,-0.1779369592009244,-0.8596569048077249,0.7440131291341903,-0.6609362592825853
0.35714287,-0.5972346779095578,1,0.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3775822950276917,-1.2661569543252877,1.6303995120918326,1.5330284217740402,-0.8284882839104777
0.0,1.3151077820303114,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7886171810477218,2.301946927777457,-0.21305148061013018,-0.25613407058331505,2.3457530257678165
0.0,1.1785118920346065,0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.2461472959175404,0.44693432078066314,-1.7383140247034428,0.7169252702819412,-1.6204329153931942
0.0,-0.05085111792673797,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9692333597790661,-0.14269548700513018,-0.6476000574020669,-0.3887489967315699,-0.32392992162492795
0.0,-0.8704264579009676,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0557298755472313,3.0902862541365868,-2.2817903787879166,2.350285493269568,1.2897770501366148
0.0,-1.5534059078794924,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8020713595699753,-1.872246245334793,-0.29642883903679607,-0.8847541991480413,-0.9514608691075892
0.75,-0.5972346779095578,0,0.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5776199091833183,-0.44902348917461954,3.5474935855015493,1.7155835426077615,-0.5775216275748799
0.19047619,1.4517036720260164,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6442869058907771,-0.035350577554606424,-0.48984990925741395,-1.1203750039704774,0.03920697761007281
0.0,1.0419160020389016,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.582082047113957,-0.7227854122238171,-1.7452113631653778,-0.6239481931214707,-0.6105042782384945
0.0,0.6321283320517868,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.7189499456408526,0.3643122649019345,-2.1448131257223837,-0.049258353155867664,-1.2207747296724802
0.0,-0.7338305679052627,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.686001309087041,-0.11687309769080412,-1.3417820110536338,-1.965473345888341,0.12786569257709696
0.0,-0.05085111792673797,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3672901246135536,-0.880165577155594,-1.3494448570465292,-0.7729400242537916,-0.30435155532979197
0.0,-1.2802141278880825,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.7637403746831406,-0.8627662918870869,0.20620736795845657,-1.360312686331516,0.4249846645897034
0.13333334,-0.46063878791385277,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8953989680435483,-0.5704230821737724,-1.6358577150064997,0.2919825151456561,-0.2155404349193973
0.0,1.5882995620217213,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3417494602329914,-1.2850237767315549,-1.568334036383576,-0.4990750457398162,-1.0842517236494653
0.0,-0.5972346779095578,1,1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.105265358622614,0.8812710491843964,-0.47752524982694344,-1.6136840844610487,1.0870082053036891
0.0,-1.5534059078794924,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.426364490416634,-0.6759065716848827,-1.7451274492950064,-0.375489409948695,-0.19223088198976943
0.0,0.08574477206896697,0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.6599630948054624,0.5374000018587307,-0.34247980788170584,-2.2199584961324295,0.9784589577465931
0.0,-0.05085111792673797,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.23410655665614585,0.8727645101426991,0.3875265211935015,-1.0667335742325492,0.6791670663928039
0.11538462,-1.5534059078794924,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6404532973905247,0.8154238407612516,-1.4782571281840706,1.313039851838277,-1.0591270782902031
0.0,-1.1436182378923776,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0290302452157114,-0.1372850275744884,-0.7023954538738041,-0.9842134535689645,-0.1318672142205939
0.0,1.1785118920346065,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3472287702277441,-0.3545893400777781,-0.1249133773283211,-0.5179238532066924,-0.6233429975019241
0.0,0.49553244205608177,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.2308640244133418,-0.15959537074839678,0.751536867217565,-1.433437172204982,0.8659981031707685
0.0,0.9053201120431966,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.621992571456456,-0.4566630410579939,0.9775774166825208,-0.42739952895974864,-0.2846604116154599
0.0,0.9053201120431966,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.28245285254263025,1.3499819241826259,0.2775508781395723,-0.16012088280411696,1.8693241171293438
0.0,-0.1874470079224429,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.67748775429352,-0.25182583088279104,-1.4607665239687844,-1.2035092546405717,-0.03938402671015305
0.2857143,-0.5972346779095578,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.37649812379055875,-1.1666088783511344,-0.8326675803704638,0.27507061696551977,-0.6464100634665597
0.47058824,-1.0070223478966724,0,0.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.1231030873161116,-0.6311027637204675,2.309640477726222,1.4738490641553752,-0.63931154968258
0.0,-0.5972346779095578,0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0800256301254718,0.867391952371084,-0.5032761483080238,-1.6232206232675863,1.0897828499042057
0.0,-1.2802141278880825,1,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.254328343950831,-0.6392158298018062,4.554219395422646,0.7648337788666058,-0.5050785048382631
0.27272728,-1.5534059078794924,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1192552204547332,-1.9838275146627566,0.30913106253987016,-0.6497151462231595,-0.9983969238859579
0.2631579,-1.2802141278880825,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.3170184368807637,-0.34486546778717914,-0.4866810266468875,-1.0817886306596391,-0.047710684067191714
0.0,1.5882995620217213,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5480278279398731,-1.2625963449917652,-1.8402786211291775,-0.6838599762350959,-1.0717634276912558
0.125,0.49553244205608177,1,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9959023329967243,-0.7007285532118532,-0.6327291912764333,-1.5461098966798243,0.35582043556378734
0.0,-0.46063878791385277,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6779895621985487,-0.7017908726606021,0.8168074905634325,1.5115202710762023,-0.39643064448494947
0.0,-0.32404289791814783,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8213424779240904,2.441914582546533,-1.7133665733032752,1.3652181897593807,1.1664684324362251
0.0,-1.1436182378923776,1,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.3793913908868904,-0.4456810381119585,5.129460538218247,1.3663265248107779,-0.6489518093319689
0.055555556,-0.32404289791814783,1,0.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.169740829735903,2.3861141238267654,-2.1589690945913587,0.9964798611902146,1.1806476383891804
0.19047619,0.08574477206896697,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3706913308305141,-0.14718163692508646,-1.5737962845254478,1.9544561523003552,-2.138273009570131
0.0,-0.46063878791385277,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9973011760937276,-0.2502567722373104,-1.4875593495679653,0.9258373569578427,-1.6798475104356219
0.0,-1.0070223478966724,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.6600959683767254,-0.389504999586216,-1.9362685036047251,-0.3623486102238186,-0.2978167689833209
0.16666667,-0.32404289791814783,1,0.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7155237703266832,2.4095142574442536,-1.8472601849753876,1.2284034973599611,1.166066807455849
0.07692308,-0.8704264579009676,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.081212447158556,3.057460131613126,-2.4686632372866044,1.9796838748578536,1.2685426104823831
0.2,-0.46063878791385277,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05037898577082102,-0.3269892395640458,-0.5935868766590432,1.509179064806622,-1.7258904721631834
0.0,-1.0070223478966724,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.713235687680455,0.13364103281062698,-1.4200056035825173,1.8031182202035574,-1.6000511398426274
0.18181819,1.0419160020389016,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.26346769790660934,0.8604042098889383,-0.16055544575474875,-0.22519007798233337,0.7116959266533253
0.0,-1.2802141278880825,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.4396992693287296,-0.9727308957140941,-0.7854167736102875,-1.8319813503682274,-0.23134663090888763
0.0,-1.2802141278880825,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.125859098487455,-1.0281928258259072,-0.7419784962462099,-1.8158945012792131,-0.23602708047970744
0.35294119,-1.0070223478966724,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0960392049673389,-0.5645172873557092,0.9728871569854654,0.8909733481058938,-0.5347440501066452
0.045454547,1.0419160020389016,0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.1545568027911235,2.51227607132552,-2.7956139177134647,2.911926909962745,1.4449369179493683
0.0,1.1785118920346065,0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6273121929051707,0.3796520257796006,-0.9112931239387575,1.2753910614434092,-1.6589094671117526
0.0,0.35893655206037683,1,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3798717852226394,-0.6236087676274932,1.9483256763589798,0.11876264029200077,-0.40448241414750274
0.0,-0.7338305679052627,1,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9250046569833501,-0.1918518042831035,-0.26850172232433095,-1.5753412768850448,0.04334862872761353
0.0,-0.8704264579009676,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8635108504341551,3.3150945613714047,-0.5896769667168928,5.388233142465297,1.4382103615842559
0.0,0.49553244205608177,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.6519864621139613,-0.6527835472925309,-1.374074389146986,-1.8129472503061568,0.4025733233976968
0.0,-0.5972346779095578,1,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7706361581512058,-0.304746895461454,0.8499757729485133,0.4641124690878859,-0.35956637915396167
0.0,-1.2802141278880825,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.027418453839093106,-1.2223095926971492,2.379604525325371,-0.5745278569144181,-0.5090682818792964
0.0,-1.1436182378923776,0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9774932936059013,2.4656542494830784,0.9013253533336573,-0.11161895205405858,2.3535207812869925
0.23076923,-1.5534059078794924,1,1.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0735949450231257,0.7131155164417676,0.5006015487961932,2.8246852721442424,-1.1369692488744105
0.20833333,0.6321283320517868,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3985738350921931,0.18055591168504348,-0.06176110904926205,1.0624100636203642,-1.3554789796073605
0.0,-1.0070223478966724,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.6849263080694225,-0.4637374758772421,-1.2245342653293967,-0.03318956633354121,-0.34390803333863934
0.0,-1.5534059078794924,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.6325088421752234,0.8683584669880138,-2.3420664329921803,0.6182374065961961,-1.0315095924459583
0.0,0.49553244205608177,0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.678975227551143,-1.3420148929972853,1.4444552871956637,-1.628831153628903,0.5223018821688192
0.0,0.35893655206037683,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.67748775429352,-0.25182583088279104,-1.763301357632371,-1.0668506760947065,-0.4318351127233013
0.0,-0.5972346779095578,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.6057121049346923,2.6218193503503833,-3.5250542460138736,2.944363547213396,0.35830285963640046
0.0,-1.0070223478966724,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.2289447412979557,0.16890795677262305,-2.0836522091839202,1.2689691067138622,-1.5789604161200026
0.2173913,-1.5534059078794924,1,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12169007307593334,1.7775806065209736,1.030094797196993,-0.4741427083547753,1.580149254608268
0.0,-1.5534059078794924,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.480540584262281,-0.6717825448729372,-1.7575095481856562,-0.3800749729209468,-0.1908967179078735
0.0,-1.5534059078794924,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8304274800193233,-0.7212708618253794,-1.494527731995037,-0.264731625291934,-0.2057319292197496
0.40000001,0.08574477206896697,1,1.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.705877721402012,-0.7499010539656282,1.71869995262066,1.5293852136470318,-0.5810320769724008
0.0,1.5882995620217213,1,1.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8172144712110435,-0.9399720637639141,-0.9212502371070672,0.07382611738473076,-1.7980776261204956
0.36363637,-1.5534059078794924,0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.425852225485223,-2.195177376526776,2.8232927953184435,0.3147419969223648,-1.2189922682080025
0.0,1.5882995620217213,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.654154906852828,-1.3597818816535099,-0.54653455926508,0.15967126072563037,-1.1386488116523383
0.0,-1.2802141278880825,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.8774603929628143,-1.0674489815042303,-0.7635684950805374,-1.2372432760315482,0.11033758294016291
0.80000001,1.1785118920346065,1,1.0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.537462778885095,-1.2713182779007468,6.555059901123481,1.2560341147826386,-0.17499526263820364
0.5714286,-1.2802141278880825,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.524329544865063,-1.3629543095552088,1.9449267701034423,-0.0750387802700019,-0.11909855378282533
0.40000001,1.1785118920346065,1,1.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8808580650768085,-0.20974846072944792,2.142481564776867,0.9612310625217583,-0.5809265008482296
0.0,-0.5972346779095578,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9627002022675605,-0.512135433875663,-1.1720893901321485,-2.137906100965279,0.36296487009079453
0.0,0.49553244205608177,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.2212576697341029,-1.0300699288795228,-1.3585747574404181,-0.3018085232065252,-0.7340684138445702
0.0,0.6321283320517868,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1682961838222705,-1.021817835526052,2.215797724981023,0.8141472025765389,-0.5592587990971435
0.0,1.0419160020389016,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4803858050967576,-0.8223670193500102,0.8001249988086719,-1.53058565015456,0.34136969018153857
0.0,1.0419160020389016,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0456535267450648,2.539885815025475,-2.573090493556034,3.2645913095878014,1.458817278953875
0.5,-1.1436182378923776,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0596291331490555,-0.25288819992058614,0.14078461776724982,-0.6342388290224089,-0.19812251804116196
0.0,-0.1874470079224429,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.5888545499949438,-0.6628543200251865,-0.8111846485117183,-1.489879542438561,0.47985334365961874
0.0,0.08574477206896697,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.730776899994515,-0.1452072829256269,-1.4442792946641065,2.030494106783105,-2.1468325008461053
0.0,0.08574477206896697,1,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1042349738787776,-1.4490188811639573,3.590930126234941,-0.747882953224156,0.11079248653337143
